Country Name,year,Control of Corruption,Government Effectiveness,Political Stability and Absence of Violence/Terrorism,Regulatory Quality,Rule of Law,Voice and Accountability
South Africa,2004,69.45812988,71.14427948,40.29126358,70.64676666,51.92307663,71.63461304
South Africa,2005,69.26829529,70.09803772,40.77669907,70.58823395,52.63158035,68.75
South Africa,2006,69.75609589,63.90243912,46.85990524,72.54901886,57.89473724,68.75
South Africa,2007,61.65048599,62.62136078,50.72463608,67.96116638,54.06698608,65.86538696
South Africa,2008,62.13592148,65.53398132,46.15384674,70.38835144,54.80769348,64.90384674
South Africa,2009,61.24401855,63.63636398,41.23222733,64.59329987,57.34597015,65.87677765
South Africa,2010,61.42856979,62.67942429,45.0236969,65.55023956,57.34597015,67.29857635
South Africa,2011,57.34597015,61.6113739,48.81516647,65.87677765,59.15493011,66.66666412
South Africa,2012,53.08057022,60.66350555,43.12796021,64.45497894,57.27699661,66.1971817
South Africa,2013,54.50236893,63.03317642,45.0236969,64.45497894,56.33802795,66.1971817
South Africa,2014,54.32692337,59.61538315,40,61.53845978,62.5,68.96551514
South Africa,2015,56.73077011,57.69230652,39.52381134,61.53845978,58.17307663,69.950737
South Africa,2016,59.13461685,58.17307663,40,59.13461685,56.73077011,69.45812988
South Africa,2017,53.84615326,56.73077011,34.76190567,60.57692337,50,68.96551514
South Africa,2018,53.36538315,58.17307663,38.20754623,51.92307663,47.11538315,69.0821228
South Africa,2019,57.21154022,60.09615326,36.79245377,55.28845978,50,67.63285065
South Africa,2020,56.25,56.25,39.62264252,53.36538315,48.07692337,70.04830933
South Africa,2021,55.76922989,51.92307663,21.69811249,50,56.25,72.46376801
Togo,1996,24.1935482,25.68305969,32.97872162,36.95652008,26.63316536,17.5
Togo,1998,27.27272797,16.93988991,26.06382942,25,27,14.42786026
Togo,2000,29.2553196,14.20765018,35.44973373,19.56521797,32.33831024,13.43283558
Togo,2002,30.15872955,8.648648262,47.61904907,21.62162209,24.8756218,10.44776154
Togo,2003,19.04761887,5.405405521,38.19095612,25.40540504,18.40796089,13.43283558
Togo,2004,19.21182251,3.98009944,34.95145798,19.90049744,15.86538506,13.46153831
Togo,2005,20,3.921568632,8.737864494,22.05882263,15.31100464,12.98076916
Togo,2006,15.60975647,2.926829338,28.98550797,19.6078434,19.61722565,14.90384579
Togo,2007,17.47572899,3.398058176,33.33333206,17.96116447,19.61722565,17.30769157
Togo,2008,17.47572899,3.883495092,38.46154022,17.96116447,22.59615326,19.71153831
Togo,2009,17.22488022,5.74162674,38.86256027,21.05263138,19.43128014,20.37914658
Togo,2010,17.1428566,5.74162674,39.8104248,19.61722565,19.43128014,20.37914658
Togo,2011,17.06161118,6.161137581,40.75829315,16.11374474,21.12676048,23.00469398
Togo,2012,16.11374474,7.109004974,35.54502487,22.27488136,17.37089157,18.77934265
Togo,2013,15.16587639,9.004739761,36.01895905,18.95734596,16.90140915,23.47417831
Togo,2014,18.26922989,9.615385056,38.57143021,22.59615326,20.19230843,26.10837364
Togo,2015,25.96153831,10.09615421,38.09523773,22.11538506,23.07692337,27.58620644
Togo,2016,27.40384674,12.01923084,39.04761887,21.63461494,30.28846169,31.52709389
Togo,2017,25.96153831,11.53846169,17.1428566,20.67307663,25,29.06403923
Togo,2018,25.48077011,13.46153831,16.03773499,26.44230843,29.80769157,26.08695602
Togo,2019,26.44230843,15.86538506,16.03773499,24.03846169,29.80769157,27.05314064
Togo,2020,26.92307663,25.96153831,16.03773499,29.80769157,27.88461494,27.53623199
Togo,2021,27.40384674,26.92307663,19.81132126,28.36538506,31.73077011,26.57004738
Namibia,1996,76.8817215,65.02732086,74.46808624,64.67391205,59.79899597,64.5
Namibia,1998,75.93582916,61.74863434,64.36170197,65.21739197,58,58.20895386
Namibia,2000,76.59574127,63.3879776,35.97883606,64.13043213,54.72636795,58.70646667
Namibia,2002,59.25925827,60,49.73545074,68.64865112,59.70149231,55.72139359
Namibia,2003,60.84656143,61.62162018,61.30653381,61.62162018,60.69651794,54.22885513
Namibia,2004,58.62068939,60.69651794,69.41747284,61.69154358,51.44230652,57.69230652
Namibia,2005,59.02439117,56.86274338,66.01941681,56.86274338,50.71770477,59.61538315
Namibia,2006,61.46341324,59.51219559,71.01449585,55.88235474,58.37320709,60.09615326
Namibia,2007,66.50485229,59.22330093,83.57488251,55.3398056,57.4162674,59.13461685
Namibia,2008,73.78640747,66.01941681,93.75,62.62136078,62.01922989,59.61538315
Namibia,2009,66.02870941,60.28708267,80.56871796,59.33014297,60.66350555,58.2938385
Namibia,2010,66.66666412,60.76554871,75.82938385,57.4162674,61.13743973,57.81990433
Namibia,2011,64.9289093,60.66350555,73.4597168,55.92417145,59.62441254,57.74647903
Namibia,2012,66.824646,61.6113739,81.04265594,56.39810562,61.50234604,60.09389496
Namibia,2013,66.35070801,61.6113739,78.67298889,56.87203979,61.03286362,59.62441254
Namibia,2014,62.5,61.53845978,66.66666412,54.32692337,62.98077011,66.00984955
Namibia,2015,65.38461304,65.86538696,69.52381134,53.84615326,63.46154022,67.48768616
Namibia,2016,64.90384674,62.01922989,70.95237732,54.32692337,68.75,66.99507141
Namibia,2017,64.90384674,63.94230652,67.61904907,49.51922989,62.01922989,65.51724243
Namibia,2018,65.38461304,59.61538315,67.92453003,54.32692337,63.46154022,61.83575058
Namibia,2019,64.90384674,57.69230652,62.73584747,54.80769348,63.94230652,63.768116
Namibia,2020,63.94230652,55.76922989,63.20754623,52.88461685,63.94230652,63.768116
Namibia,2021,62.98077011,56.73077011,63.20754623,51.44230652,62.98077011,63.28502274
Equatorial Guinea,1996,6.451612949,16.93988991,43.61701965,6.521739006,10.05025101,8
Equatorial Guinea,1998,6.951871872,16.39344215,42.02127838,5.434782505,9,6.467661858
Equatorial Guinea,2000,6.382978916,12.56830597,42.8571434,5.434782505,8.955224037,6.467661858
Equatorial Guinea,2002,5.291005135,9.189188957,28.5714283,5.94594574,10.9452734,4.975124359
Equatorial Guinea,2003,5.82010603,12.97297287,47.73869324,6.486486435,10.44776154,4.477612019
Equatorial Guinea,2004,5.418719292,8.45771122,43.68931961,5.4726367,11.53846169,5.288461685
Equatorial Guinea,2005,2.439024448,10.78431416,35.92232895,6.372549057,10.52631569,4.807692528
Equatorial Guinea,2006,4.878048897,6.829268456,51.20772934,4.90196085,13.39712906,3.365384579
Equatorial Guinea,2007,7.281553268,7.766990185,52.65700531,5.339805603,16.74641228,2.884615421
Equatorial Guinea,2008,8.252427101,7.766990185,52.40384674,4.854369164,21.63461494,2.884615421
Equatorial Guinea,2009,7.177033424,7.177033424,57.34597015,5.74162674,17.53554535,3.791469097
Equatorial Guinea,2010,7.142857075,7.655502319,52.60663605,4.306220055,15.63981056,3.317535639
Equatorial Guinea,2011,8.056872368,7.582938194,51.18483353,5.687203884,15.96244144,2.816901445
Equatorial Guinea,2012,9.478672981,9.478672981,54.02843475,3.317535639,15.02347374,2.347417831
Equatorial Guinea,2013,5.213270187,7.582938194,51.18483353,4.265402794,11.73708916,1.877934217
Equatorial Guinea,2014,2.403846264,12.5,30.47619057,4.807692528,7.211538315,1.970443368
Equatorial Guinea,2015,1.923076868,12.5,40,5.288461685,6.25,1.970443368
Equatorial Guinea,2016,1.442307711,11.05769253,40.47618866,4.807692528,7.692307472,1.970443368
Equatorial Guinea,2017,0.961538434,12.01923084,39.52381134,4.807692528,8.17307663,1.477832556
Equatorial Guinea,2018,2.884615421,11.05769253,42.45283127,3.846153736,6.730769157,2.415458918
Equatorial Guinea,2019,2.884615421,14.42307663,41.50943375,4.326922894,8.17307663,2.415458918
Equatorial Guinea,2020,4.326922894,11.05769253,40.09434128,4.326922894,11.53846169,2.898550749
Equatorial Guinea,2021,3.365384579,12.01923084,35.84905624,3.846153736,10.57692337,2.898550749
Morocco,1996,53.22580719,55.19125748,39.89361572,51.63043594,59.29648209,36.5
Morocco,1998,58.28876877,56.83060074,57.44680786,52.71739197,55.5,42.78606796
Morocco,2000,47.87234116,57.37704849,42.32804108,52.17391205,53.73134232,34.3283577
Morocco,2002,48.14814758,50.2702713,37.0370369,52.97297287,51.74129486,34.82587051
Morocco,2003,45.5026474,50.81081009,32.16080475,45.94594574,49.25373077,26.86567116
Morocco,2004,48.76847458,49.75124359,35.43689346,46.26865768,50.96154022,33.65384674
Morocco,2005,41.95121765,42.15686417,29.12621307,38.72549057,44.97607803,26.44230843
Morocco,2006,39.02439117,45.85365677,30.91787529,49.50980377,45.45454407,28.84615326
Morocco,2007,42.23300934,44.6601944,27.53623199,50,46.41148376,27.88461494
Morocco,2008,40.29126358,44.17475891,25.96153831,51.45631027,41.82692337,25.96153831
Morocco,2009,43.54066849,47.8468895,31.27962112,51.67464066,46.91942978,27.96208572
Morocco,2010,52.38095093,46.88995361,32.70142365,49.76076508,47.86729813,28.90995216
Morocco,2011,40.28435898,45.49763107,33.64928818,47.86729813,46.94835663,27.69952965
Morocco,2012,37.44075775,51.6587677,32.70142365,49.76303482,46.47887421,29.10798073
Morocco,2013,41.7061615,52.13270187,28.90995216,48.81516647,44.6009407,27.23004723
Morocco,2014,47.11538315,48.55769348,29.52380943,51.44230652,52.40384674,27.58620644
Morocco,2015,49.51922989,49.03845978,33.80952454,50,51.92307663,28.5714283
Morocco,2016,51.92307663,48.07692337,34.2857132,48.55769348,44.71154022,29.55665016
Morocco,2017,50.48077011,41.82692337,31.4285717,47.59615326,45.19230652,28.5714283
Morocco,2018,46.15384674,39.90384674,34.90565872,43.26922989,45.67307663,28.98550797
Morocco,2019,42.30769348,42.30769348,33.01886749,47.11538315,45.67307663,29.46859932
Morocco,2020,38.94230652,49.51922989,34.90565872,50,47.11538315,31.40096664
Morocco,2021,36.53845978,50.96154022,32.54716873,47.59615326,44.23077011,31.884058
